Line 29: expected <Outside : PRP> but got <Outside : AV0>
Line 1242: expected <on : AVP-PRP> but got <on : PRP>
Line 1261: expected <Cosmopolitan : NN1-NP0> but got <Cosmopolitan : NP0-NN1>
Line 1262: expected <what : DTQ> but got <what : PUN>
Line 1268: expected <other : NN1> but got <other : AJ0>
Line 1286: expected <long : AJ0> but got <long : AV0>
Line 1321: expected <Swansborough : NP0> but got <Swansborough : NP0-NN1>
Line 1338: expected <so : CJS> but got <so : AV0>
Line 1339: expected <that : DT0> but got <that : CJT>
Line 1340: expected <loose : AJ0> but got <loose : PNP>
Line 1341: expected <paperclips : NN2> but got <paperclips : PUN>
Line 1373: expected <dead : AV0> but got <dead : AJ0>
Line 1407: expected <all : AV0> but got <all : DT0>
Line 1408: expected <right : AV0> but got <right : AJ0>
Line 1411: expected <'s : VHZ> but got <'s : VBZ>
Line 1412: expected <been : VBN> but got <been : AT0>
Line 1413: expected <living : VVG> but got <living : NN1>
Line 1460: expected <to : PRP> but got <to : TO0>
Line 1461: expected <Martin : NP0> but got <Martin : VVI>
Line 1474: expected <as : AV0> but got <as : CJS>
Line 1475: expected <far : AV0-AJ0> but got <far : AV0>
Line 1488: expected <insured : VVN> but got <insured : VVD>
Line 1499: expected <Swansborough : NP0-NN1> but got <Swansborough : NP0>
Line 1531: expected <when : CJS-AVQ> but got <when : CJS>
Line 1536: expected <'d : VHD> but got <'d : VM0>
Line 1537: expected <been : VBN> but got <been : VVI>
Line 1539: expected <close : AV0-AJ0> but got <close : AJ0>
Line 1540: expected <to : PRP> but got <to : TO0>
Line 1541: expected <the : AT0> but got <the : VVI>
Line 1549: expected <about : AVP> but got <about : PRP>
Line 1550: expected <to : TO0> but got <to : PRP>
Line 1551: expected <blow : VVI> but got <blow : AT0>
Line 1552: expected <up : AVP> but got <up : NN1>
Line 1584: expected <Swansborough : NN1-NP0> but got <Swansborough : NP0-NN1>
Line 1591: expected <turned : VVD> but got <turned : VVN>
Line 1594: expected <to : PRP> but got <to : TO0>
Line 1595: expected <the : AT0> but got <the : VVI>
Line 1616: expected <open : VVB> but got <open : AJ0>
Line 1643: expected <under : PRP-AVP> but got <under : PRP>
Line 1680: expected <to : PRP> but got <to : TO0>
Line 1681: expected <the : AT0> but got <the : VVI>
Line 1682: expected <third : ORD> but got <third : PNP>
Line 1736: expected <Varna : NP0-NN1> but got <Varna : NP0>
Line 1749: expected <there : EX0> but got <there : AV0>
Line 1756: expected <got : VVD> but got <got : VVN>
Line 1757: expected <over : PRP-AVP> but got <over : AVP>
Line 1780: expected <as : PRP> but got <as : CJS>
Line 1817: expected <when : CJS-AVQ> but got <when : CJS>
Line 1824: expected <on : AVP-PRP> but got <on : PRP>
Line 1828: expected <there : EX0> but got <there : AV0>
Line 1878: expected <her : PNP> but got <her : DPS>
Line 1879: expected <to : TO0> but got <to : NN1>
Line 1920: expected <turned : VVD> but got <turned : VVN-VVD>
Line 1987: expected <Swansborough : NP0-NN1> but got <Swansborough : NP0>
Line 2059: expected <to : TO0> but got <to : PRP>
Line 2060: expected <swear : VVI> but got <swear : AT0>
Line 2070: expected <when : CJS> but got <when : CJS-AVQ>
Line 2082: expected <where : AVQ> but got <where : CJS-AVQ>
Line 2085: expected <her : PNP> but got <her : DPS>
Line 2086: expected <and : CJC> but got <and : NN1>
Line 2105: expected <as : PRP> but got <as : CJS>
Line 2113: expected <when : AVQ> but got <when : CJS>
Line 2115: expected <look : VVB> but got <look : VVI>
Line 2123: expected <die : VVB> but got <die : VVI>
Line 2124: expected <in : PRP-AVP> but got <in : PRP>
Line 2167: expected <more : AV0> but got <more : DT0>
Line 2190: expected <about : AV0> but got <about : PRP>
Line 2223: expected <about : AVP> but got <about : PRP>
Line 2233: expected <as : CJS> but got <as : PRP>
Line 2276: expected <to : PRP> but got <to : TO0>
Line 2277: expected <her : DPS> but got <her : VVI>
Line 2279: expected <to : PRP> but got <to : TO0>
Line 2280: expected <which : DTQ> but got <which : VVI>
Line 2297: expected <die : VVI> but got <die : VVB>
Line 2314: expected <Swansborough : NP0-NN1> but got <Swansborough : NP0>
Line 2322: expected <pushed : VVD> but got <pushed : VVD-VVN>
Line 2359: expected <her : PNP> but got <her : DPS>
Line 2360: expected <back : AVP> but got <back : NN1>
Line 2376: expected <on : PRP-AVP> but got <on : PRP>
Line 2386: expected <to : PRP> but got <to : TO0>
Line 2387: expected <the : AT0> but got <the : VVI>
Line 2392: expected <her : PNP> but got <her : DPS>
Line 2393: expected <, : PUN> but got <, : NN1>
Line 2395: expected <off : PRP-AVP> but got <off : AVP>
Line 2404: expected <along : AVP> but got <along : PRP-AVP>
Line 2410: expected <light : NN1-AJ0> but got <light : NN1>
Line 2411: expected <as : PRP-CJS> but got <as : CJS>
Line 2461: expected <that : CJT-DT0> but got <that : CJT>
Line 2470: expected <one : CRD> but got <one : PNI>
Line 2476: expected <to : TO0> but got <to : PRP>
Line 2477: expected <show : VVI> but got <show : NN1>
Line 2602: expected <clicking : AJ0-NN1> but got <clicking : NN1>
Line 2708: expected <to : PRP> but got <to : TO0>
Line 2709: expected <the : AT0> but got <the : VVI>
Line 2719: expected <replaced : VVD> but got <replaced : VVD-VVN>
Line 2732: expected <all : AV0> but got <all : DT0>
Line 2734: expected <more : AV0> but got <more : DT0>
Line 2736: expected <as : CJS-PRP> but got <as : CJS>
Line 2752: expected <to : PRP> but got <to : TO0>
Line 2753: expected <the : AT0> but got <the : VVI>
Line 2765: expected <to : TO0> but got <to : PRP>
Line 2766: expected <be : VBI> but got <be : AT0>
Line 2776: expected <fashion : NN1-VVB> but got <fashion : NN1>
Line 2787: expected <to : TO0> but got <to : PRP>
Line 2788: expected <rock : VVI> but got <rock : AT0>
Line 2803: expected <used : VVD-VVN> but got <used : AJ0>
Line 2821: expected <that : CJT> but got <that : DT0>
Line 2828: expected <however : AV0> but got <however : AVQ>
Line 2831: expected <her : DPS> but got <her : PNP>
Line 2842: expected <where : AVQ> but got <where : CJS-AVQ>
Line 2849: expected <in : PRP-AVP> but got <in : PRP>
Line 2861: expected <on : AVP-PRP> but got <on : PRP>
Line 2865: expected <by : PRP-AVP> but got <by : PRP>
Line 2894: expected <short : AJ0-AV0> but got <short : AJ0>
Line 2915: expected <feeling : NN1-VVG> but got <feeling : NN1>
Line 2945: expected <all : AV0> but got <all : DT0>
Line 2946: expected <but : CJS> but got <but : CJC>
Line 2948: expected <to : PRP> but got <to : TO0>
Line 2949: expected <the : AT0> but got <the : VVI>
Line 2955: expected <dared : VVN> but got <dared : VVD-VVN>
Line 2957: expected <as : CJS> but got <as : PRP>
Line 2960: expected <her : PNP> but got <her : DPS>
Line 2961: expected <through : PRP> but got <through : NN1>
Line 2978: expected <as : CJS-PRP> but got <as : CJS>
Line 2986: expected <blue : AJ0> but got <blue : NN1-AJ0>
Line 3008: expected <raised : VVN> but got <raised : VVN-VVD>
Line 3053: expected <that : DT0-CJT> but got <that : DT0>
Line 3067: expected <her : DPS> but got <her : PNP>
Line 3068: expected <work : NN1-VVB> but got <work : VVI>
Line 3077: expected <where : AVQ> but got <where : CJS-AVQ>
Line 3078: expected <so : AV0> but got <so : PNP>
Line 3079: expected <much : DT0> but got <much : AV0>
Line 3094: expected <her : PNP> but got <her : DPS>
Line 3095: expected <very : AV0> but got <very : AJ0>
Line 3117: expected <professional : NN1> but got <professional : AJ0>
Line 3165: expected <let : VVD> but got <let : VVB>
Line 3166: expected <her : DPS> but got <her : PNP>
Line 3168: expected <fall : VVI> but got <fall : VVB-NN1>
Line 3173: expected <around : PRP-AVP> but got <around : PRP>
Line 3192: expected <blonde : AJ0> but got <blonde : AJ0-NN1>
Line 3244: expected <to : PRP> but got <to : TO0>
Line 3245: expected <them : PNP> but got <them : VVI>
Line 3255: expected <interested : VVD> but got <interested : AJ0>
Line 3281: expected <still : AJ0> but got <still : AV0>
Line 3289: expected <her : DPS> but got <her : PNP>
Line 3305: expected <well : AJ0> but got <well : AV0>
Line 3368: expected <around : AVP> but got <around : PRP-AVP>
Line 3416: expected <most : AV0> but got <most : DT0>
Line 3424: expected <her : DPS> but got <her : PNP>
Line 3427: expected <won : VVD> but got <won : VVD-VVN>
Line 3446: expected <one : PNI> but got <one : CRD>
Line 3447: expected <appeared : VVD> but got <appeared : NN1>
Line 3450: expected <her : PNP> but got <her : DPS>
Line 3451: expected <, : PUN> but got <, : NN1>
Line 3461: expected <uniform : NN1> but got <uniform : NN1-AJ0>
Line 3468: expected <her : PNP> but got <her : DPS>
Line 3489: expected <well : AJ0> but got <well : AV0>
Line 3494: expected <in : AVP-PRP> but got <in : PRP>
Line 3502: expected <moved : VVD> but got <moved : VVD-VVN>
Line 3523: expected <had : VHN> but got <had : VHD>
Line 3525: expected <much : DT0> but got <much : AV0>
Line 3541: expected <cold : NN1> but got <cold : AJ0>
Line 3542: expected <hit : VVD> but got <hit : VVN>
Line 3607: expected <to : PRP> but got <to : TO0>
Line 3608: expected <a : AT0> but got <a : VVI>
Line 3624: expected <her : DPS> but got <her : PNP>
Line 3631: expected <her : PNP> but got <her : DPS>
Line 3632: expected <on : AVP-PRP> but got <on : NN1>
Line 3635: expected <one : CRD> but got <one : PNI>
Line 3636: expected <occasion : NN1> but got <occasion : PUN>
Line 3642: expected <little : DT0> but got <little : AJ0>
Line 3762: expected <to : PRP> but got <to : TO0>
Line 3763: expected <London : NP0> but got <London : VVI>
Line 3771: expected <her : PNP> but got <her : DPS>
Line 3777: expected <her : DPS> but got <her : PNP>
Line 3801: expected <in : PRP-AVP> but got <in : PRP>
Line 3820: expected <'d : VHD> but got <'d : VM0>
Line 3821: expected <entitled : VVN> but got <entitled : VVI>
Line 3823: expected <in : PRP-AVP> but got <in : PRP>
Line 3830: expected <'d : VHD> but got <'d : VM0>
Line 3831: expected <discussed : VVN> but got <discussed : VVI>
Line 3879: expected <'d : VHD> but got <'d : VM0>
Line 3880: expected <said : VVN> but got <said : VVI>
Line 3917: expected <'d : VHD> but got <'d : VM0>
Line 3918: expected <nodded : VVN> but got <nodded : VVI>
Line 3921: expected <'d : VHD> but got <'d : VM0>
Line 3922: expected <known : VVN> but got <known : VVI>
Line 3933: expected <to : PRP> but got <to : TO0>
Line 3934: expected <London : NP0> but got <London : VVI>
Line 3954: expected <as : PRP> but got <as : CJS>
Line 3961: expected <but : PRP> but got <but : CJC>
Line 3979: expected <her : PNP> but got <her : DPS>
Line 3980: expected <make : VVB> but got <make : NN1>
Line 4003: expected <up : AVP-PRP> but got <up : AVP>
Line 4014: expected <assistant : AJ0-NN1> but got <assistant : NN1>
Line 4024: expected <to : PRP> but got <to : TO0>
Line 4030: expected <work : VVB-NN1> but got <work : NN1-VVB>
Line 4031: expected <her : DPS> but got <her : PNP>
Line 4040: expected <had : VHN> but got <had : VHD>
Line 4052: expected <her : PNP> but got <her : DPS>
Line 4053: expected <. : PUN> but got <. : NN1>
Line 4074: expected <one : PNI> but got <one : CRD>
Line 4076: expected <'d : VHD> but got <'d : VM0>
Line 4124: expected <'d : VHD> but got <'d : VM0>
Line 4125: expected <echoed : VVN> but got <echoed : VVI>
Line 4133: expected <sound : VVI> but got <sound : VVB>
Line 4151: expected <as : PRP> but got <as : CJS>
Line 4170: expected <hard : AJ0> but got <hard : AV0>
Line 4171: expected <work : NN1> but got <work : VVI>
Line 4172: expected <had : VHD> but got <had : PNP>
Line 4242: expected <folded : VVD-AJ0> but got <folded : VVD>
Line 4257: expected <about : PRP> but got <about : AVP>
Line 4264: expected <'d : VHD> but got <'d : VM0>
Line 4265: expected <protested : VVN> but got <protested : VVI>
Line 4298: expected <American : NN1> but got <American : AJ0>
Line 4323: expected <right : AJ0> but got <right : AV0>
Line 4335: expected <told : VVN-VVD> but got <told : VVD>
Line 4339: expected <less : DT0> but got <less : AV0>
Line 4348: expected <to : PRP> but got <to : TO0>
Line 4349: expected <letting : VVG> but got <letting : VVI>
Line 4369: expected <'s : VHZ> but got <'s : VBZ>
Line 4389: expected <in : AVP> but got <in : PRP-AVP>
Line 4435: expected <best : AV0> but got <best : AJS>
Line 4436: expected <that : DT0> but got <that : NN1>
Line 4440: expected <since : CJS> but got <since : PRP>
Line 4474: expected <wide : AJ0> but got <wide : AJ0-NN1>
Line 4497: expected <to : TO0> but got <to : PRP>
Line 4498: expected <say : VVI> but got <say : AT0>
Line 4499: expected <: : PUN> but got <: : NN1>
Line 4505: expected <to : PRP> but got <to : TO0>
Line 4506: expected <me : PNP> but got <me : VVI>
Line 4542: expected <work : NN1-VVB> but got <work : NN1>
Line 4572: expected <that : DT0> but got <that : CJT>
Line 4573: expected <. : PUN> but got <. : PNP>
Line 4597: expected <do : VDI> but got <do : VDB>
Line 4598: expected <something : PNI> but got <something : PNP>
Line 4611: expected <Fashion : VVB-NN1> but got <Fashion : NP0>
Line 4632: expected <around : AVP> but got <around : PRP-AVP>
Line 4636: expected <Fashion : NN1-VVB> but got <Fashion : NP0>
Line 4684: expected <as : AV0> but got <as : CJS>
Line 4692: expected <damned : AV0> but got <damned : AJ0>
Line 4704: expected <that : AV0> but got <that : CJT>
Line 4706: expected <see : VVB> but got <see : VVI>
Line 4721: expected <in : AVP> but got <in : PRP>
Line 4727: expected <see : VVB> but got <see : VVI>
Line 4734: expected <enough : DT0> but got <enough : AV0>
Line 4784: expected <sure : AV0-AJ0> but got <sure : AJ0>
Line 4887: expected <'d : VHD> but got <'d : VM0>
Line 4888: expected <done : VDN> but got <done : VVI>
Line 4912: expected <to : PRP> but got <to : TO0>
Line 4913: expected <by : PRP> but got <by : VVI>
Line 4929: expected <to : PRP> but got <to : TO0>
Line 4930: expected <the : AT0> but got <the : VVI>
Line 4945: expected <as : CJS> but got <as : PRP>
Line 4951: expected <'d : VHD> but got <'d : VM0>
Line 4952: expected <sweated : VVN> but got <sweated : VVI>
Line 4964: expected <to : PRP> but got <to : TO0>
Line 4965: expected <the : AT0> but got <the : VVI>
Line 4993: expected <watch : NN1-VVB> but got <watch : NN1>
Line 5000: expected <to : PRP> but got <to : TO0>
Line 5001: expected <the : AT0> but got <the : VVI>
Line 5004: expected <her : DPS> but got <her : PNP>
Line 5008: expected <her : PNP> but got <her : DPS>
Line 5009: expected <, : PUN> but got <, : NN1>
Line 5015: expected <her : PNP> but got <her : DPS>
Line 5016: expected <into : PRP> but got <into : NN1>
Line 5030: expected <to : PRP> but got <to : TO0>
Line 5031: expected <her : DPS> but got <her : VVI>
Line 5047: expected <about : PRP-AVP> but got <about : AVP>
Line 5071: expected <dark : AJ0-NN1> but got <dark : AJ0>
Line 5099: expected <by : AVP-PRP> but got <by : PRP>
Line 5144: expected <her : PNP> but got <her : DPS>
Line 5145: expected <to : PRP> but got <to : NN1>
Line 5162: expected <through : PRP-AVP> but got <through : PRP>
Line 5223: expected <to : PRP> but got <to : TO0>
Line 5224: expected <her : PNP> but got <her : VVI>
Line 5239: expected <made : VVD> but got <made : VVN>
Line 5271: expected <begin : VVI> but got <begin : VVB>
Line 5284: expected <that : DT0-CJT> but got <that : DT0>
Line 5316: expected <most : AV0> but got <most : DT0>
Line 5327: expected <to : PRP> but got <to : TO0>
Line 5328: expected <the : AT0> but got <the : VVI>
Line 5361: expected <like : VVB> but got <like : PRP>
Line 5394: expected <her : PNP> but got <her : DPS>
Line 5395: expected <she : PNP> but got <she : NN1>
Line 5411: expected <to : PRP> but got <to : TO0>
Line 5412: expected <him : PNP> but got <him : VVI>
Line 5422: expected <less : DT0> but got <less : AV0>
Line 5461: expected <that : DT0> but got <that : CJT>
Line 5462: expected <odd : AJ0> but got <odd : PNP>
Line 5485: expected <right : AV0-AJ0> but got <right : AV0>
Line 5490: expected <to : PRP> but got <to : TO0>
Line 5491: expected <the : AT0> but got <the : VVI>
Line 5514: expected <her : PNP> but got <her : DPS>
Line 5515: expected <. : PUN> but got <. : NN1>
Line 5530: expected <to : PRP> but got <to : TO0>
Line 5531: expected <my : DPS> but got <my : VVI>
Line 5563: expected <in : PRP-AVP> but got <in : PRP>
Line 5597: expected <off : PRP-AVP> but got <off : AVP>
Line 5608: expected <no : ITJ> but got <no : AT0>
Line 5609: expected <- : PUN> but got <- : NN1>
Line 5630: expected <in : PRP-AVP> but got <in : PRP>
Line 5673: expected <banged : VVD-VVN> but got <banged : VVN-VVD>
Line 5674: expected <down : AVP-PRP> but got <down : AVP>
Line 5688: expected <meant : VVN> but got <meant : VVD>
Line 5692: expected <try : VVI> but got <try : VVB>
Line 5694: expected <get : VVI> but got <get : VVB>
Line 5704: expected <try : VVB> but got <try : VVB-NN1>
Line 5705: expected <to : TO0> but got <to : PRP>
Line 5706: expected <find : VVI> but got <find : AT0>
Line 5707: expected <out : AVP> but got <out : NN1>
Line 5736: expected <her : PNP> but got <her : DPS>
Line 5737: expected <, : PUN> but got <, : NN1>
Line 5754: expected <made : VVD-VVN> but got <made : VVD>
Line 5759: expected <her : PNP> but got <her : DPS>
Line 5760: expected <and : CJC> but got <and : NN1>
Line 5783: expected <to : PRP> but got <to : TO0>
Line 5784: expected <a : AT0> but got <a : VVI>
Line 5825: expected <'d : VHD> but got <'d : VM0>
Line 5854: expected <know : VVI> but got <know : VVB>
Line 5862: expected <tucked : VVD> but got <tucked : VVN-VVD>
Line 5872: expected <English : NN1-AJ0> but got <English : AJ0>
Line 5889: expected <English : AJ0-NN1> but got <English : AJ0>
Line 5896: expected <to : PRP> but got <to : TO0>
Line 5897: expected <one : CRD> but got <one : VVI>
Line 5903: expected <change : NN1-VVB> but got <change : NN1>
Line 5915: expected <to : PRP> but got <to : TO0>
Line 5916: expected <the : AT0> but got <the : VVI>
Line 5939: expected <off : PRP-AVP> but got <off : AVP>
Line 5944: expected <her : PNP> but got <her : DPS>
Line 5945: expected <. : PUN> but got <. : NN1>
Line 6026: expected <her : DPS> but got <her : PNP>
Line 6027: expected <eyes : NN2> but got <eyes : PUN>
Line 6040: expected <her : PNP> but got <her : DPS>
Line 6041: expected <into : PRP> but got <into : NN1>
Line 6046: expected <to : PRP> but got <to : TO0>
Line 6047: expected <the : AT0> but got <the : VVI>
Line 6058: expected <past : AV0> but got <past : PRP>
Line 6073: expected <no : AV0> but got <no : AT0>
Line 6074: expected <longer : AV0> but got <longer : AJC>
Line 6122: expected <her : DPS> but got <her : PNP>
Line 6158: expected <when : CJS-AVQ> but got <when : AVQ-CJS>
Line 6165: expected <that : DT0-CJT> but got <that : DT0>
Line 6176: expected <her : DPS> but got <her : PNP>
Line 6194: expected <through : AVP> but got <through : PRP>
Line 6225: expected <that : CJT> but got <that : DT0>
Line 6250: expected <to : PRP> but got <to : TO0>
Line 6251: expected <her : DPS> but got <her : VVI>
Line 6254: expected <closed : VVD> but got <closed : VVD-VVN>
Line 6269: expected <around : PRP> but got <around : PRP-AVP>
Line 6270: expected <her : PNP> but got <her : DPS>
Line 6271: expected <in : PRP> but got <in : NN1>
Line 6278: expected <that : CJT-DT0> but got <that : CJT>
Line 6281: expected <most : AV0> but got <most : DT0>
Line 6294: expected <light : AJ0-NN1> but got <light : NN1>
Line 6296: expected <teasing : AJ0-NN1> but got <teasing : VVG>
Line 6305: expected <little : AV0> but got <little : AJ0>
Line 6333: expected <after : CJS> but got <after : PRP>
Line 6386: expected <come : VVB> but got <come : VVI>
Line 6389: expected <that : CJT-DT0> but got <that : DT0>
Line 6393: expected <her : DPS> but got <her : PNP>
Line 6421: expected <to : PRP> but got <to : TO0>
Line 6422: expected <her : PNP> but got <her : VVI>
Line 6428: expected <to : PRP> but got <to : TO0>
Line 6429: expected <terms : NN2> but got <terms : VVI>
Line 6435: expected <as : PRP> but got <as : CJS>
Line 6446: expected <longer : AJC> but got <longer : AV0>
Line 6455: expected <there : AV0> but got <there : EX0>
Line 6483: expected <in : PRP-AVP> but got <in : PRP>
Line 6488: expected <her : DPS> but got <her : PNP>
Line 6499: expected <her : PNP> but got <her : DPS>
Line 6500: expected <. : PUN> but got <. : NN1>
Line 6508: expected <her : DPS> but got <her : PNP>
Line 6509: expected <thoughts : NN2> but got <thoughts : PUN>
Line 6512: expected <much : DT0> but got <much : AV0>
Line 6513: expected <running : AJ0-NN1> but got <running : VVG>
Line 6531: expected <white : NN1-AJ0> but got <white : AJ0>
Line 6579: expected <her : PNP> but got <her : DPS>
Line 6580: expected <very : AV0> but got <very : AJ0>
Line 6603: expected <as : AV0> but got <as : CJS>
Line 6612: expected <that : CJT-DT0> but got <that : DT0>
Line 6624: expected <through : AVP> but got <through : PRP>
Line 6646: expected <scented : AJ0> but got <scented : AJ0-VVN>
Line 6664: expected <her : PNP> but got <her : DPS>
Line 6665: expected <and : CJC> but got <and : NN1>
Line 6674: expected <across : AV0> but got <across : PRP>
Line 6703: expected <her : PNP> but got <her : DPS>
Line 6704: expected <was : VBD> but got <was : NN1>
Line 6708: expected <flushed : VVN> but got <flushed : VVN-VVD>
Line 6747: expected <bad : AJ0> but got <bad : AJ0-AV0>
Line 6787: expected <as : CJS-PRP> but got <as : CJS>
Line 6798: expected <know : VVI> but got <know : VVB>
Line 6849: expected <Sally : NP0-NN1> but got <Sally : NP0>
Line 6851: expected <Sally : VVB> but got <Sally : NP0>
Line 6855: expected <one : PNI> but got <one : CRD>
Line 6856: expected <" : PUQ> but got <" : NN1>
Line 6868: expected <when : CJS> but got <when : CJS-AVQ>
Line 6869: expected <people : NN0> but got <people : PNP>
Line 6872: expected <her : PNP> but got <her : DPS>
Line 6873: expected <with : PRP> but got <with : NN1>
Line 6874: expected <her : DPS> but got <her : PNP>
Line 6899: expected <when : AVQ> but got <when : CJS>
Line 6903: expected <meant : VVD-VVN> but got <meant : VVN>
Line 6927: expected <her : PNP> but got <her : DPS>
Line 6928: expected <. : PUN> but got <. : NN1>
Line 6973: expected <little : AV0> but got <little : AJ0>
Line 6993: expected <where : CJS> but got <where : AVQ>
Line 7012: expected <her : DPS> but got <her : PNP>
Line 7015: expected <straight : AJ0-AV0> but got <straight : AV0>
Line 7018: expected <coloured : VVN> but got <coloured : VVN-VVD>
Line 7020: expected <where : CJS-AVQ> but got <where : AVQ>
Line 7033: expected <to : PRP> but got <to : TO0>
Line 7034: expected <a : AT0> but got <a : VVI>
Line 7049: expected <her : DPS> but got <her : PNP>
Line 7065: expected <felt : VVD-VVN> but got <felt : VVD>
Line 7110: expected <her : DPS> but got <her : PNP>
Line 7129: expected <her : PNP> but got <her : DPS>
Line 7148: expected <hard : AV0> but got <hard : AV0-AJ0>
Line 7181: expected <lived : VVD> but got <lived : VVN>
Line 7189: expected <her : PNP> but got <her : DPS>
Line 7190: expected <for : PRP> but got <for : NN1>
Line 7196: expected <behind : AV0> but got <behind : PRP>
Line 7197: expected <after : PRP> but got <after : CJS>
Line 7206: expected <plain : AJ0-NN1> but got <plain : AJ0>
Line 7242: expected <to : PRP> but got <to : TO0>
Line 7243: expected <Paula : NP0> but got <Paula : VVI>
Line 7244: expected <did : VDD> but got <did : PNP>
Line 7248: expected <either : AV0> but got <either : DT0>
Line 7280: expected <When : CJS-AVQ> but got <When : CJS>
Line 7294: expected <her : PNP> but got <her : DPS>
Line 7295: expected <, : PUN> but got <, : NN1>
Line 7305: expected <her : PNP> but got <her : DPS>
Line 7306: expected <, : PUN> but got <, : NN1>
Line 7319: expected <No : AT0> but got <No : ITJ>
Line 7320: expected <one : PNI> but got <one : PUN>
Line 7332: expected <her : PNP> but got <her : DPS>
Line 7337: expected <for : CJS> but got <for : PRP>
Line 7355: expected <to : PRP> but got <to : TO0>
Line 7356: expected <Sally : NP0> but got <Sally : VVI>
Line 7372: expected <that : CJT> but got <that : DT0>
Line 7379: expected <right : AJ0> but got <right : AV0>
Line 7393: expected <drop : VVI> but got <drop : NN1>
Line 7396: expected <on : PRP-AVP> but got <on : PRP>
